FID;id;nom_comm;insee_comm;superficie;population;insee_dep;nom_comm_1;nouvelles;EPCI;INSEE_ID
665;BDCSURCO0000000009597531;Aubigné-Racan;72013;3223;2159;72; ; ;Communauté de communes Sud Sarthe;72013
666;BDCSURCO0000000009592982;Les Aulneaux;72015;826;118;72; ; ;Communauté de communes Maine Saosnois;72015
667;BDCSURCO0000000009596194;Auvers-le-Hamon;72016;4829;1522;72; ; ;Communauté de communes de Sablé-sur-Sarthe;72016
668;BDCSURCO0000000009595507;Auvers-sous-Montfaucon;72017;754;247;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72017
669;BDCSURCO0000000009594181;Avesnes-en-Saosnois;72018;574;91;72; ; ;Communauté de communes Maine Saosnois;72018
670;BDCSURCO0000000009595852;Avessé;72019;1875;371;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72019
671;BDCSURCO0000000009594531;Avezé;72020;2099;748;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72020
672;BDCSURCO0000000009596515;Avoise;72021;2435;606;72; ; ;Communauté de communes de Sablé-sur-Sarthe;72021
673;BDCSURCO0000000009596862;Le Bailleul;72022;2773;1239;72; ; ;Communauté de communes de Sablé-sur-Sarthe;72022
674;BDCSURCO0000000009594550;Ballon-Saint Mars;72023;3179;2200;72;Ballon-Saint Mars;CN;Communauté de communes Maine Coeur de Sarthe;72023
675;BDCSURCO0000000009595191;La Bazoge;72024;2297;3688;72; ; ;Communauté de communes Maine Coeur de Sarthe;72024
676;BDCSURCO0000000009597538;Bazouges-Cré-sur-Loir;72025;4728;2075;72;Bazouges-Cré-sur-Loir;CN;Communauté de communes du Pays Fléchois;72025
677;BDCSURCO0000000009594882;Beaufay;72026;2404;1456;72; ; ;Communauté de communes Maine Saosnois;72026
678;BDCSURCO0000000009597525;Beaumont-sur-Dême;72027;1356;354;72; ; ;Communauté de communes Loir-Lucé-Bercé;72027
679;BDCSURCO0000000009596854;Beaumont-Pied-de-Boeuf;72028;2475;485;72; ; ;Communauté de communes Loir-Lucé-Bercé;72028
680;BDCSURCO0000000009594194;Beaumont-sur-Sarthe;72029;665;1945;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72029
681;BDCSURCO0000000009595182;Beillé;72031;861;542;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72031
682;BDCSURCO0000000009595480;Berfay;72032;1830;347;72; ; ;Communauté de communes des Vallées de la Braye et de l'Anille;72032
683;BDCSURCO0000000009595201;Bernay-en-Champagne;72033;1030;497;72; ; ;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé;72033
684;BDCSURCO0000000009593398;Bérus;72034;688;457;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72034
685;BDCSURCO0000000009596493;Bessé-sur-Braye;72035;2060;2259;72; ; ;Communauté de communes des Vallées de la Braye et de l'Anille;72035
686;BDCSURCO0000000009593396;Béthon;72036;390;333;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72036
687;BDCSURCO0000000009592547;Blèves;72037;206;97;72; ; ;Communauté de communes Maine Saosnois;72037
688;BDCSURCO0000000009594876;Boëssé-le-Sec;72038;1196;622;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72038
689;BDCSURCO0000000009594543;Bonnétable;72039;4016;3894;72; ; ;Communauté de communes Maine Saosnois;72039
690;BDCSURCO0000000009594537;La Bosse;72040;1088;127;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72040
691;BDCSURCO0000000009595177;Bouër;72041;1200;325;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72041
692;BDCSURCO0000000009595832;Bouloire;72042;2701;2085;72; ; ;Communauté de communes Le Gesnois Bilurien;72042
693;BDCSURCO0000000009593395;Bourg-le-Roi;72043;37;311;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72043
694;BDCSURCO0000000009596860;Bousse;72044;1204;435;72; ; ;Communauté de communes du Pays Fléchois;72044
695;BDCSURCO0000000009595503;Brains-sur-Gée;72045;1592;797;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72045
696;BDCSURCO0000000009595486;Le Breil-sur-Mérize;72046;1833;1527;72; ; ;Communauté de communes Le Gesnois Bilurien;72046
697;BDCSURCO0000000009596175;Brette-les-Pins;72047;1467;2142;72; ; ;Communauté de communes du Sud Est du Pays Manceau;72047
698;BDCSURCO0000000009594544;Briosne-lès-Sables;72048;995;559;72; ; ;Communauté de communes Maine Saosnois;72048
699;BDCSURCO0000000009597530;La Bruère-sur-Loir;72049;1152;260;72; ; ;Communauté de communes Sud Sarthe;72049
700;BDCSURCO0000000009595510;Brûlon;72050;1616;1595;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72050
701;BDCSURCO0000000009596508;Cérans-Foulletourte;72051;3247;3357;72; ; ;Communauté de communes Sud Sarthe;72051
702;BDCSURCO0000000009597194;Chahaignes;72052;2265;725;72; ; ;Communauté de communes Loir-Lucé-Bercé;72052
703;BDCSURCO0000000009596173;Challes;72053;2597;1238;72; ; ;Communauté de communes du Sud Est du Pays Manceau;72053
704;BDCSURCO0000000009595492;Champagné;72054;1396;3834;72; ; ;Communauté Urbaine Le Mans Métropole;72054
705;BDCSURCO0000000009593393;Champfleur;72056;1315;1396;72; ; ;Communauté Urbaine d'Alençon;72056
706;BDCSURCO0000000009595171;Champrond;72057;604;70;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72057
707;BDCSURCO0000000009595835;Changé;72058;3531;6428;72; ; ;Communauté de communes du Sud Est du Pays Manceau;72058
708;BDCSURCO0000000009596189;Chantenay-Villedieu;72059;2784;868;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72059
709;BDCSURCO0000000009597838;La Chapelle-aux-Choux;72060;1454;268;72; ; ;Communauté de communes Sud Sarthe;72060
710;BDCSURCO0000000009597211;La Chapelle-d'Aligné;72061;3342;1638;72; ; ;Communauté de communes du Pays Fléchois;72061
711;BDCSURCO0000000009594535;La Chapelle-du-Bois;72062;1651;886;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72062
712;BDCSURCO0000000009596491;La Chapelle-Huon;72064;1871;545;72; ; ;Communauté de communes des Vallées de la Braye et de l'Anille;72064
713;BDCSURCO0000000009595193;La Chapelle-Saint-Aubin;72065;598;2362;72; ; ;Communauté Urbaine Le Mans Métropole;72065
714;BDCSURCO0000000009594895;La Chapelle-Saint-Fray;72066;636;472;72; ; ;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé;72066
715;BDCSURCO0000000009595180;La Chapelle-Saint-Rémy;72067;1933;946;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72067
716;BDCSURCO0000000009597191;La Chartre-sur-le-Loir;72068;875;1470;72; ; ;Communauté de communes Loir-Lucé-Bercé;72068
717;BDCSURCO0000000009595504;Chassillé;72070;729;254;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72070
718;BDCSURCO0000000009597199;Montval-sur-Loir;72071;2748;6236;72;Montval-sur-Loir;CN;Communauté de communes Loir-Lucé-Bercé;72071
719;BDCSURCO0000000009596507;Château-l'Hermitage;72072;941;281;72; ; ;Communauté de communes Sud Sarthe;72072
720;BDCSURCO0000000009595497;Chaufour-Notre-Dame;72073;1121;1066;72; ; ;Communauté Urbaine Le Mans Métropole;72073
721;BDCSURCO0000000009595204;Chemiré-en-Charnie;72074;1148;219;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72074
722;BDCSURCO0000000009596185;Chemiré-le-Gaudin;72075;2291;957;72; ; ;Communauté de communes du Val de Sarthe;72075
723;BDCSURCO0000000009592559;Chenay;72076;221;221;72; ; ;Communauté Urbaine d'Alençon;72076
724;BDCSURCO0000000009597837;Chenu;72077;3081;429;72; ; ;Communauté de communes Sud Sarthe;72077
725;BDCSURCO0000000009593812;Chérancé;72078;1037;384;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72078
726;BDCSURCO0000000009593397;Chérisay;72079;793;317;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72079
727;BDCSURCO0000000009594874;Cherré;72080;1842;1722;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72080
728;BDCSURCO0000000009594533;Cherreau;72081;1124;933;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72081
729;BDCSURCO0000000009595851;Chevillé;72083;1420;408;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72083
730;BDCSURCO0000000009597208;Clermont-Créans;72084;1805;1269;72; ; ;Communauté de communes du Pays Fléchois;72084
731;BDCSURCO0000000009596492;Cogners;72085;1361;202;72; ; ;Communauté de communes des Vallées de la Braye et de l'Anille;72085
732;BDCSURCO0000000009593797;Commerveil;72086;570;127;72; ; ;Communauté de communes Maine Saosnois;72086
733;BDCSURCO0000000009595828;Conflans-sur-Anille;72087;3102;538;72; ; ;Communauté de communes des Vallées de la Braye et de l'Anille;72087
734;BDCSURCO0000000009594548;Congé-sur-Orne;72088;1123;346;72; ; ;Communauté de communes Maine Saosnois;72088
735;BDCSURCO0000000009594897;Conlie;72089;1725;1865;72; ; ;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé;72089
736;BDCSURCO0000000009595181;Connerré;72090;1663;2896;72; ; ;Communauté de communes Le Gesnois Bilurien;72090
737;BDCSURCO0000000009592980;Contilly;72091;1254;140;72; ; ;Communauté de communes Maine Saosnois;72091
738;BDCSURCO0000000009594873;Cormes;72093;1883;902;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72093
739;BDCSURCO0000000009595830;Coudrecieux;72094;2445;644;72; ; ;Communauté de communes Le Gesnois Bilurien;72094
740;BDCSURCO0000000009595190;Coulaines;72095;392;7520;72; ; ;Communauté Urbaine Le Mans Métropole;72095
741;BDCSURCO0000000009595501;Coulans-sur-Gée;72096;2748;1677;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72096
742;BDCSURCO0000000009593814;Coulombiers;72097;1234;467;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72097
743;BDCSURCO0000000009597205;Coulongé;72098;1517;544;72; ; ;Communauté de communes Sud Sarthe;72098
744;BDCSURCO0000000009594883;Courceboeufs;72099;1685;632;72; ; ;Communauté de communes Maine Coeur de Sarthe;72099
745;BDCSURCO0000000009596510;Courcelles-la-Forêt;72100;1965;411;72; ; ;Communauté de communes du Pays Fléchois;72100
746;BDCSURCO0000000009594546;Courcemont;72101;1933;687;72; ; ;Communauté de communes Maine Saosnois;72101
747;BDCSURCO0000000009594183;Courcival;72102;894;90;72; ; ;Communauté de communes Maine Saosnois;72102
748;BDCSURCO0000000009596847;Courdemanche;72103;2415;626;72; ; ;Communauté de communes Loir-Lucé-Bercé;72103
749;BDCSURCO0000000009593807;Courgains;72104;1477;593;72; ; ;Communauté de communes Maine Saosnois;72104
750;BDCSURCO0000000009594870;Courgenard;72105;1140;487;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72105
751;BDCSURCO0000000009596519;Courtillers;72106;744;954;72; ; ;Communauté de communes de Sablé-sur-Sarthe;72106
752;BDCSURCO0000000009595502;Crannes-en-Champagne;72107;1202;352;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72107
753;BDCSURCO0000000009594558;Crissé;72109;2095;600;72; ; ;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé;72109
754;BDCSURCO0000000009597210;Crosmières;72110;2056;1042;72; ; ;Communauté de communes du Pays Fléchois;72110
755;BDCSURCO0000000009595199;Cures;72111;1157;512;72; ; ;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé;72111
756;BDCSURCO0000000009594189;Dangeul;72112;1403;483;72; ; ;Communauté de communes Maine Saosnois;72112
757;BDCSURCO0000000009595198;Degré;72113;986;797;72; ; ;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé;72113
758;BDCSURCO0000000009594534;Dehault;72114;901;273;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72114
759;BDCSURCO0000000009597526;Dissay-sous-Courcillon;72115;3509;956;72; ; ;Communauté de communes Loir-Lucé-Bercé;72115
760;BDCSURCO0000000009594187;Dissé-sous-Ballon;72116;364;139;72; ; ;Communauté de communes Maine Saosnois;72116
761;BDCSURCO0000000009597840;Dissé-sous-le-Lude;72117;2252;557;72; ; ;Communauté de communes Sud Sarthe;72117
762;BDCSURCO0000000009595483;Dollon;72118;2542;1488;72; ; ;Communauté de communes des Vallées de la Braye et de l'Anille;72118
763;BDCSURCO0000000009594894;Domfront-en-Champagne;72119;2106;1019;72; ; ;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé;72119
764;BDCSURCO0000000009594188;Doucelles;72120;446;253;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72120
765;BDCSURCO0000000009593822;Douillet;72121;1923;337;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72121
766;BDCSURCO0000000009595179;Duneau;72122;1292;1059;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72122
767;BDCSURCO0000000009596514;Dureil;72123;811;68;72; ; ;Communauté de communes de Sablé-sur-Sarthe;72123
768;BDCSURCO0000000009596502;Ecommoy;72124;2871;4648;72; ; ;Communauté de communes de l'Orée de Bercé Bélinois;72124
769;BDCSURCO0000000009596169;Ecorpain;72125;2145;301;72; ; ;Communauté de communes des Vallées de la Braye et de l'Anille;72125
770;BDCSURCO0000000009595203;Epineu-le-Chevreuil;72126;1477;305;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72126
771;BDCSURCO0000000009595842;Etival-lès-le-Mans;72127;1035;1957;72; ; ;Communauté de communes du Val de Sarthe;72127
772;BDCSURCO0000000009596170;Evaillé;72128;1947;348;72; ; ;Communauté de communes des Vallées de la Braye et de l'Anille;72128
773;BDCSURCO0000000009595185;Fatines;72129;543;832;72; ; ;Communauté de communes Le Gesnois Bilurien;72129
774;BDCSURCO0000000009595499;Fay;72130;943;616;72; ; ;Communauté Urbaine Le Mans Métropole;72130
775;BDCSURCO0000000009596184;Fercé-sur-Sarthe;72131;1218;590;72; ; ;Communauté de communes du Val de Sarthe;72131
776;BDCSURCO0000000009594532;La Ferté-Bernard;72132;1564;8935;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72132
777;BDCSURCO0000000009596181;Fillé;72133;1014;1527;72; ; ;Communauté de communes du Val de Sarthe;72133
778;BDCSURCO0000000009597196;Flée;72134;1750;550;72; ; ;Communauté de communes Loir-Lucé-Bercé;72134
779;BDCSURCO0000000009596857;La Fontaine-Saint-Martin;72135;1385;619;72; ; ;Communauté de communes Sud Sarthe;72135
780;BDCSURCO0000000009596190;Fontenay-sur-Vègre;72136;1142;333;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72136
781;BDCSURCO0000000343257854;Villeneuve-en-Perseigne;72137;8738;2269;72;Villeneuve-en-Perseigne;CN;Communauté Urbaine d'Alençon;72137
782;BDCSURCO0000000009593819;Fresnay-sur-Sarthe;72138;210;2042;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72138
783;BDCSURCO0000000009593815;Fyé;72139;1633;1011;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72139
784;BDCSURCO0000000009593400;Gesnes-le-Gandelin;72141;1302;966;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72141
785;BDCSURCO0000000009593810;Grandchamp;72142;552;159;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72142
786;BDCSURCO0000000009596499;Le Grand-Lucé;72143;2743;1927;72; ; ;Communauté de communes Loir-Lucé-Bercé;72143
787;BDCSURCO0000000009594871;Gréez-sur-Roc;72144;2539;343;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72144
788;BDCSURCO0000000009594560;Le Grez;72145;738;391;72; ; ;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé;72145
789;BDCSURCO0000000009596182;Guécélard;72146;1215;2938;72; ; ;Communauté de communes du Val de Sarthe;72146
790;BDCSURCO0000000009594886;La Guierche;72147;792;1069;72; ; ;Communauté de communes Maine Coeur de Sarthe;72147
791;BDCSURCO0000000009594542;Jauzé;72148;573;87;72; ; ;Communauté de communes Maine Saosnois;72148
792;BDCSURCO0000000009595509;Joué-en-Charnie;72149;2356;641;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72149
793;BDCSURCO0000000009594887;Joué-l'Abbé;72150;1047;1305;72; ; ;Communauté de communes Maine Coeur de Sarthe;72150
794;BDCSURCO0000000009596193;Juigné-sur-Sarthe;72151;2051;1169;72; ; ;Communauté de communes de Sablé-sur-Sarthe;72151
795;BDCSURCO0000000009594195;Juillé;72152;574;476;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72152
796;BDCSURCO0000000009596851;Jupilles;72153;2654;567;72; ; ;Communauté de communes Loir-Lucé-Bercé;72153
797;BDCSURCO0000000009597536;La Flèche;72154;7913;15025;72; ; ;Communauté de communes du Pays Fléchois;72154
798;BDCSURCO0000000009596179;Laigné-en-Belin;72155;1276;2421;72; ; ;Communauté de communes de l'Orée de Bercé Bélinois;72155
799;BDCSURCO0000000009595173;Lamnay;72156;2221;953;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72156
800;BDCSURCO0000000009595196;Lavardin;72157;758;740;72; ; ;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé;72157
801;BDCSURCO0000000009595174;Lavaré;72158;2307;846;72; ; ;Communauté de communes des Vallées de la Braye et de l'Anille;72158
802;BDCSURCO0000000009597200;Lavernat;72160;2283;624;72; ; ;Communauté de communes Loir-Lucé-Bercé;72160
803;BDCSURCO0000000009596848;Lhomme;72161;1834;875;72; ; ;Communauté de communes Loir-Lucé-Bercé;72161
804;BDCSURCO0000000009596859;Ligron;72163;1366;505;72; ; ;Communauté de communes du Pays Fléchois;72163
805;BDCSURCO0000000009593392;Livet-en-Saosnois;72164;166;71;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72164
806;BDCSURCO0000000009595184;Lombron;72165;2416;1931;72; ; ;Communauté de communes Le Gesnois Bilurien;72165
807;BDCSURCO0000000009595505;Longnes;72166;648;342;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72166
808;BDCSURCO0000000009596863;Louailles;72167;1054;741;72; ; ;Communauté de communes de Sablé-sur-Sarthe;72167
809;BDCSURCO0000000009595508;Loué;72168;1582;2225;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72168
810;BDCSURCO0000000009595844;Louplande;72169;1845;1467;72; ; ;Communauté de communes du Val de Sarthe;72169
811;BDCSURCO0000000009593391;Louvigny;72170;872;195;72; ; ;Communauté de communes Maine Saosnois;72170
812;BDCSURCO0000000009592983;Louzes;72171;827;99;72; ; ;Communauté de communes Maine Saosnois;72171
813;BDCSURCO0000000009595176;Le Luart;72172;1236;1458;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72172
814;BDCSURCO0000000009597197;Luceau;72173;1776;1257;72; ; ;Communauté de communes Loir-Lucé-Bercé;72173
815;BDCSURCO0000000009594191;Lucé-sous-Ballon;72174;684;110;72; ; ;Communauté de communes Maine Saosnois;72174
816;BDCSURCO0000000009597207;Luché-Pringé;72175;4945;1583;72; ; ;Communauté de communes Sud Sarthe;72175
817;BDCSURCO0000000009597533;Le Lude;72176;4614;3889;72; ; ;Communauté de communes Sud Sarthe;72176
818;BDCSURCO0000000009595846;Maigné;72177;1146;342;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72177
819;BDCSURCO0000000009595831;Maisoncelles;72178;1132;188;72; ; ;Communauté de communes Le Gesnois Bilurien;72178
820;BDCSURCO0000000009596512;Malicorne-sur-Sarthe;72179;1518;1915;72; ; ;Communauté de communes du Val de Sarthe;72179
821;BDCSURCO0000000009593384;Mamers;72180;515;5333;72; ; ;Communauté de communes Maine Saosnois;72180
822;BDCSURCO0000000069856632;Le Mans;72181;5261;143813;72; ; ;Communauté Urbaine Le Mans Métropole;72181
823;BDCSURCO0000000009597206;Mansigné;72182;3647;1615;72; ; ;Communauté de communes Sud Sarthe;72182
824;BDCSURCO0000000009597195;Marçon;72183;3036;1030;72; ; ;Communauté de communes Loir-Lucé-Bercé;72183
825;BDCSURCO0000000009595511;Mareil-en-Champagne;72184;791;350;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72184
826;BDCSURCO0000000009597209;Mareil-sur-Loir;72185;1205;651;72; ; ;Communauté de communes du Pays Fléchois;72185
827;BDCSURCO0000000009594551;Maresché;72186;1495;910;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72186
828;BDCSURCO0000000009596853;Marigné-Laillé;72187;3343;1641;72; ; ;Communauté de communes de l'Orée de Bercé Bélinois;72187
829;BDCSURCO0000000009593382;Marollette;72188;577;146;72; ; ;Communauté de communes Maine Saosnois;72188
830;BDCSURCO0000000009594186;Marolles-les-Braults;72189;2065;2091;72; ; ;Communauté de communes Maine Saosnois;72189
831;BDCSURCO0000000009596165;Marolles-lès-Saint-Calais;72190;1207;278;72; ; ;Communauté de communes des Vallées de la Braye et de l'Anille;72190
832;BDCSURCO0000000009597202;Mayet;72191;5415;3195;72; ; ;Communauté de communes Sud Sarthe;72191
833;BDCSURCO0000000009593805;Les Mées;72192;684;104;72; ; ;Communauté de communes Maine Saosnois;72192
834;BDCSURCO0000000009595169;Melleray;72193;2581;460;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72193
835;BDCSURCO0000000009594190;Meurcé;72194;616;263;72; ; ;Communauté de communes Maine Saosnois;72194
836;BDCSURCO0000000009596509;Mézeray;72195;3322;1885;72; ; ;Communauté de communes du Val de Sarthe;72195
837;BDCSURCO0000000009594547;Mézières-sur-Ponthouin;72196;1807;687;72; ; ;Communauté de communes Maine Saosnois;72196
838;BDCSURCO0000000009594892;Mézières-sous-Lavardin;72197;1533;716;72; ; ;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé;72197
839;BDCSURCO0000000009595192;La Milesse;72198;1049;2531;72; ; ;Communauté Urbaine Le Mans Métropole;72198
840;BDCSURCO0000000009594196;Moitron-sur-Sarthe;72199;1034;243;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72199
841;BDCSURCO0000000009596180;Moncé-en-Belin;72200;1757;3559;72; ; ;Communauté de communes de l'Orée de Bercé Bélinois;72200
842;BDCSURCO0000000009593800;Moncé-en-Saosnois;72201;892;256;72; ; ;Communauté de communes Maine Saosnois;72201
843;BDCSURCO0000000009593803;Monhoudou;72202;757;223;72; ; ;Communauté de communes Maine Saosnois;72202
844;BDCSURCO0000000009595829;Montaillé;72204;3056;566;72; ; ;Communauté de communes des Vallées de la Braye et de l'Anille;72204
845;BDCSURCO0000000009594888;Montbizot;72205;1140;1817;72; ; ;Communauté de communes Maine Coeur de Sarthe;72205
846;BDCSURCO0000000009595170;Montmirail;72208;1258;412;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72208
847;BDCSURCO0000000009594200;Montreuil-le-Chétif;72209;1472;302;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72209
848;BDCSURCO0000000009596497;Montreuil-le-Henri;72210;1441;303;72; ; ;Communauté de communes Loir-Lucé-Bercé;72210
849;BDCSURCO0000000009594201;Mont-Saint-Jean;72211;4245;679;72; ; ;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé;72211
850;BDCSURCO0000000009593401;Moulins-le-Carbonnel;72212;1634;711;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72212
851;BDCSURCO0000000009596176;Mulsanne;72213;1528;4935;72; ; ;Communauté Urbaine Le Mans Métropole;72213
852;BDCSURCO0000000009594184;Nauvay;72214;275;12;72; ; ;Communauté de communes Maine Saosnois;72214
853;BDCSURCO0000000009593389;Neufchâtel-en-Saosnois;72215;2336;1019;72; ; ;Communauté de communes Maine Saosnois;72215
854;BDCSURCO0000000009594896;Neuvillalais;72216;1897;587;72; ; ;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé;72216
855;BDCSURCO0000000009595189;Neuville-sur-Sarthe;72217;2299;2355;72; ; ;Communauté de communes Maine Coeur de Sarthe;72217
856;BDCSURCO0000000009595205;Neuvillette-en-Charnie;72218;1462;307;72; ; ;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé;72218
857;BDCSURCO0000000009595200;Neuvy-en-Champagne;72219;1491;376;72; ; ;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé;72219
858;BDCSURCO0000000009594179;Nogent-le-Bernard;72220;3042;960;72; ; ;Communauté de communes Maine Saosnois;72220
859;BDCSURCO0000000009597528;Nogent-sur-Loir;72221;1087;376;72; ; ;Communauté de communes Loir-Lucé-Bercé;72221
860;BDCSURCO0000000009594192;Nouans;72222;1011;284;72; ; ;Communauté de communes Maine Saosnois;72222
861;BDCSURCO0000000009596511;Noyen-sur-Sarthe;72223;4287;2676;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72223
862;BDCSURCO0000000009595487;Nuillé-le-Jalais;72224;574;519;72; ; ;Communauté de communes Le Gesnois Bilurien;72224
863;BDCSURCO0000000009593399;Oisseau-le-Petit;72225;855;679;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72225
864;BDCSURCO0000000009596856;Oizé;72226;1685;1329;72; ; ;Communauté de communes Sud Sarthe;72226
865;BDCSURCO0000000009593388;Panon;72227;237;43;72; ; ;Communauté de communes Maine Saosnois;72227
866;BDCSURCO0000000009596516;Parcé-sur-Sarthe;72228;4069;2151;72; ; ;Communauté de communes de Sablé-sur-Sarthe;72228
867;BDCSURCO0000000009594901;Parennes;72229;1453;527;72; ; ;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé;72229
868;BDCSURCO0000000009596505;Parigné-le-Pôlin;72230;1397;1101;72; ; ;Communauté de communes du Val de Sarthe;72230
869;BDCSURCO0000000009596174;Parigné-l'Evêque;72231;6354;4872;72; ; ;Communauté de communes du Sud Est du Pays Manceau;72231
870;BDCSURCO0000000009596865;Notre-Dame-du-Pé;72232;771;641;72; ; ;Communauté de communes de Sablé-sur-Sarthe;72232
871;BDCSURCO0000000009594185;Peray;72233;245;67;72; ; ;Communauté de communes Maine Saosnois;72233
872;BDCSURCO0000000009594557;Pezé-le-Robert;72234;1630;366;72; ; ;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé;72234
873;BDCSURCO0000000009593813;Piacé;72235;1012;370;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72235
874;BDCSURCO0000000009596521;Pincé;72236;579;196;72; ; ;Communauté de communes de Sablé-sur-Sarthe;72236
875;BDCSURCO0000000009596188;Pirmil;72237;1760;518;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72237
876;BDCSURCO0000000009593804;Pizieux;72238;448;80;72; ; ;Communauté de communes Maine Saosnois;72238
877;BDCSURCO0000000009595853;Poillé-sur-Vègre;72239;1757;615;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72239
878;BDCSURCO0000000009595183;Montfort-le-Gesnois;72241;1874;3019;72; ; ;Communauté de communes Le Gesnois Bilurien;72241
879;BDCSURCO0000000009597204;Pontvallain;72243;3532;1763;72; ; ;Communauté de communes Sud Sarthe;72243
880;BDCSURCO0000000009596864;Précigné;72244;5841;3018;72; ; ;Communauté de communes de Sablé-sur-Sarthe;72244
881;BDCSURCO0000000009594178;Préval;72245;762;684;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72245
882;BDCSURCO0000000009594539;Prévelles;72246;484;225;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72246
883;BDCSURCO0000000009595498;Pruillé-le-Chétif;72247;1045;1300;72; ; ;Communauté Urbaine Le Mans Métropole;72247
