FID;id;nom_comm;insee_comm;superficie;population;insee_dep;nom_comm_1;nouvelles;EPCI;INSEE_ID
0;BDCSURCO0000000009597873;Abbaretz;44001;6205;2013;44; ; ;Communauté de communes de la région de Nozay;44001
1;BDCSURCO0000000009600143;Aigrefeuille-sur-Maine;44002;1470;3608;44; ; ;Clisson Sèvre et Maine Agglo;44002
2;BDCSURCO0000000009598735;Ancenis;44003;2006;7461;44; ; ;Communauté de communes du Pays d'Ancenis;44003
3;BDCSURCO0000000009599907;Chaumes-en-Retz;44005;7747;6595;44;Chaumes-en-Retz;CN;Pornic Agglo pays de Retz;44005
4;BDCSURCO0000000009598452;Assérac;44006;3362;1799;44; ; ;Communauté d'agglomération de la Presqu'île de Guérande - Atlantique (CAP Atlantique);44006
5;BDCSURCO0000000009597571;Avessac;44007;7630;2549;44; ; ;Communauté de communes du Pays de Redon;44007
6;BDCSURCO0000000009599614;Basse-Goulaine;44009;1380;8492;44; ; ;Communauté Urbaine de Nantes Métropole;44009
7;BDCSURCO0000000009599064;Batz-sur-Mer;44010;1313;2986;44; ; ;Communauté d'agglomération de la Presqu'île de Guérande - Atlantique (CAP Atlantique);44010
8;BDCSURCO0000000009600153;La Bernerie-en-Retz;44012;601;2723;44; ; ;Pornic Agglo pays de Retz;44012
9;BDCSURCO0000000009598749;Besné;44013;1772;2889;44; ; ;Communauté d'agglomération Région Nazairienne et de l'Estuaire (la CARENE);44013
10;BDCSURCO0000000009600145;Le Bignon;44014;2791;3629;44; ; ;Communauté de communes de Grand Lieu;44014
11;BDCSURCO0000000009598444;Blain;44015;10208;9595;44; ; ;Communauté de communes de la région de Blain;44015
12;BDCSURCO0000000009599328;La Boissière-du-Doré;44016;948;1040;44; ; ;Communauté de communes Sèvre et Loire;44016
13;BDCSURCO0000000009598155;Bonnoeuvre;44017;1560;562;44; ; ;Communauté de communes du Pays d'Ancenis;44017
14;BDCSURCO0000000009599902;Bouaye;44018;1408;6927;44; ; ;Communauté Urbaine de Nantes Métropole;44018
15;BDCSURCO0000000009599053;Bouée;44019;2454;918;44; ; ;Communauté de communes Estuaire et Sillon;44019
16;BDCSURCO0000000009599621;Bouguenais;44020;3113;18675;44; ; ;Communauté Urbaine de Nantes Métropole;44020
17;BDCSURCO0000000009600399;Villeneuve-en-Retz;44021;7435;4880;44;Villeneuve-en-Retz;CN;Communauté de communes Sud Retz Atlantique;44021
18;BDCSURCO0000000009600389;Boussay;44022;2644;2653;44; ; ;Clisson Sèvre et Maine Agglo;44022
19;BDCSURCO0000000009598445;Bouvron;44023;4742;3075;44; ; ;Communauté de communes de la région de Blain;44023
20;BDCSURCO0000000009599624;Brains;44024;1545;2691;44; ; ;Communauté Urbaine de Nantes Métropole;44024
21;BDCSURCO0000000009598446;Campbon;44025;5029;3941;44; ; ;Communauté de communes Estuaire et Sillon;44025
22;BDCSURCO0000000009599334;Carquefou;44026;4333;18893;44; ; ;Communauté Urbaine de Nantes Métropole;44026
23;BDCSURCO0000000009598741;Casson;44027;1619;2148;44; ; ;Communauté de communes d'Erdre et Gesvres;44027
24;BDCSURCO0000000009599047;Le Cellier;44028;3568;3684;44; ; ;Communauté de communes du Pays d'Ancenis;44028
25;BDCSURCO0000000009599332;Divatte-sur-Loire;44029;3560;6664;44;Divatte-sur-Loire;CN;Communauté de communes Sèvre et Loire;44029
26;BDCSURCO0000000009598450;La Chapelle-des-Marais;44030;1787;4028;44; ; ;Communauté d'agglomération Région Nazairienne et de l'Estuaire (la CARENE);44030
27;BDCSURCO0000000009597561;La Chapelle-Glain;44031;3477;822;44; ; ;Communauté de communes de Châteaubriant-Derval;44031
28;BDCSURCO0000000009599613;La Chapelle-Heulin;44032;1354;3250;44; ; ;Communauté de communes Sèvre et Loire;44032
29;BDCSURCO0000000009599057;La Chapelle-Launay;44033;2475;2842;44; ; ;Communauté de communes Estuaire et Sillon;44033
30;BDCSURCO0000000009599337;La Chapelle-sur-Erdre;44035;3340;19120;44; ; ;Communauté Urbaine de Nantes Métropole;44035
31;BDCSURCO0000000009596893;Châteaubriant;44036;3360;11895;44; ; ;Communauté de communes de Châteaubriant-Derval;44036
32;BDCSURCO0000000009600142;Château-Thébaud;44037;1765;2959;44; ; ;Clisson Sèvre et Maine Agglo;44037
33;BDCSURCO0000000009599908;Chauvé;44038;4090;2699;44; ; ;Pornic Agglo pays de Retz;44038
34;BDCSURCO0000000009599625;Cheix-en-Retz;44039;832;1008;44; ; ;Pornic Agglo pays de Retz;44039
35;BDCSURCO0000000009600147;La Chevrolière;44041;3263;5326;44; ; ;Communauté de communes de Grand Lieu;44041
36;BDCSURCO0000000009600136;Clisson;44043;1135;6717;44; ; ;Clisson Sèvre et Maine Agglo;44043
37;BDCSURCO0000000009597568;Conquereuil;44044;3285;1086;44; ; ;Communauté de communes du Pays de Redon;44044
38;BDCSURCO0000000009599342;Cordemais;44045;3759;3567;44; ; ;Communauté de communes Estuaire et Sillon;44045
39;BDCSURCO0000000009599345;Corsept;44046;3447;2707;44; ; ;Communauté de communes du Sud Estuaire;44046
40;BDCSURCO0000000009599341;Couëron;44047;4878;20255;44; ; ;Communauté Urbaine de Nantes Métropole;44047
41;BDCSURCO0000000009598738;Couffé;44048;3984;2455;44; ; ;Communauté de communes du Pays d'Ancenis;44048
42;BDCSURCO0000000009599066;Le Croisic;44049;454;4024;44; ; ;Communauté d'agglomération de la Presqu'île de Guérande - Atlantique (CAP Atlantique);44049
43;BDCSURCO0000000009598448;Crossac;44050;2581;2910;44; ; ;Communauté de communes du Pays de Pont-Château - Saint-Gildas-des-Bois;44050
44;BDCSURCO0000000009597567;Derval;44051;6379;3512;44; ; ;Communauté de communes de Châteaubriant-Derval;44051
45;BDCSURCO0000000009599058;Donges;44052;5896;7547;44; ; ;Communauté d'agglomération Région Nazairienne et de l'Estuaire (la CARENE);44052
46;BDCSURCO0000000009598169;Drefféac;44053;1422;2109;44; ; ;Communauté de communes du Pays de Pont-Château - Saint-Gildas-des-Bois;44053
47;BDCSURCO0000000009597239;Erbray;44054;5841;2943;44; ; ;Communauté de communes de Châteaubriant-Derval;44054
48;BDCSURCO0000000009599063;La Baule-Escoublac;44055;2658;15542;44; ; ;Communauté d'agglomération de la Presqu'île de Guérande - Atlantique (CAP Atlantique);44055
49;BDCSURCO0000000009598746;Fay-de-Bretagne;44056;6480;3506;44; ; ;Communauté de communes d'Erdre et Gesvres;44056
50;BDCSURCO0000000009597878;Fégréac;44057;4440;2398;44; ; ;Communauté de communes du Pays de Redon;44057
51;BDCSURCO0000000009596547;Fercé;44058;2204;502;44; ; ;Communauté de communes de Châteaubriant-Derval;44058
52;BDCSURCO0000000009599343;Frossay;44061;5968;3158;44; ; ;Communauté de communes du Sud Estuaire;44061
53;BDCSURCO0000000009598164;Le Gâvre;44062;5408;1739;44; ; ;Communauté de communes de la région de Blain;44062
54;BDCSURCO0000000009600137;Gétigné;44063;2389;3573;44; ; ;Clisson Sèvre et Maine Agglo;44063
55;BDCSURCO0000000009600139;Gorges;44064;1632;4462;44; ; ;Clisson Sèvre et Maine Agglo;44064
56;BDCSURCO0000000009597871;Grand-Auverné;44065;3469;792;44; ; ;Communauté de communes de Châteaubriant-Derval;44065
57;BDCSURCO0000000009598742;Grandchamps-des-Fontaines;44066;3406;5502;44; ; ;Communauté de communes d'Erdre et Gesvres;44066
58;BDCSURCO0000000009597570;Guémené-Penfao;44067;10565;5262;44; ; ;Communauté de communes du Pays de Redon;44067
59;BDCSURCO0000000009598166;Guenrouet;44068;6982;3308;44; ; ;Communauté de communes du Pays de Pont-Château - Saint-Gildas-des-Bois;44068
60;BDCSURCO0000000009599065;Guérande;44069;8155;16127;44; ; ;Communauté d'agglomération de la Presqu'île de Guérande - Atlantique (CAP Atlantique);44069
61;BDCSURCO0000000009599894;La Haie-Fouassière;44070;1184;4511;44; ; ;Clisson Sèvre et Maine Agglo;44070
62;BDCSURCO0000000009599615;Haute-Goulaine;44071;2090;5602;44; ; ;Clisson Sèvre et Maine Agglo;44071
63;BDCSURCO0000000009598451;Herbignac;44072;7131;6445;44; ; ;Communauté d'agglomération de la Presqu'île de Guérande - Atlantique (CAP Atlantique);44072
64;BDCSURCO0000000009598743;Héric;44073;7453;5768;44; ; ;Communauté de communes d'Erdre et Gesvres;44073
65;BDCSURCO0000000009599619;Indre;44074;476;3956;44; ; ;Communauté Urbaine de Nantes Métropole;44074
66;BDCSURCO0000000009597564;Issé;44075;3918;1869;44; ; ;Communauté de communes de Châteaubriant-Derval;44075
67;BDCSURCO0000000009597566;Jans;44076;3339;1296;44; ; ;Communauté de communes de Châteaubriant-Derval;44076
68;BDCSURCO0000000009598160;Joué-sur-Erdre;44077;5523;2365;44; ; ;Communauté de communes du Pays d'Ancenis;44077
69;BDCSURCO0000000009597238;Juigné-des-Moutiers;44078;2455;354;44; ; ;Communauté de communes de Châteaubriant-Derval;44078
70;BDCSURCO0000000009599612;Le Landreau;44079;2354;2952;44; ; ;Communauté de communes Sèvre et Loire;44079
71;BDCSURCO0000000009599056;Lavau-sur-Loire;44080;1922;755;44; ; ;Communauté de communes Estuaire et Sillon;44080
72;BDCSURCO0000000009600850;Legé;44081;6169;4490;44; ; ;Communauté de communes Sud Retz Atlantique;44081
73;BDCSURCO0000000009598739;Ligné;44082;4555;4974;44; ; ;Communauté de communes du Pays d'Ancenis;44082
74;BDCSURCO0000000009600634;La Limouzinière;44083;2939;2373;44; ; ;Communauté de communes de Grand Lieu;44083
75;BDCSURCO0000000009599611;Le Loroux-Bottereau;44084;4478;8058;44; ; ;Communauté de communes Sèvre et Loire;44084
76;BDCSURCO0000000009597240;Louisfert;44085;1830;979;44; ; ;Communauté de communes de Châteaubriant-Derval;44085
77;BDCSURCO0000000009597243;Lusanger;44086;3559;1030;44; ; ;Communauté de communes de Châteaubriant-Derval;44086
78;BDCSURCO0000000009600637;Machecoul-Saint-Même;44087;8571;7315;44;Machecoul-Saint-Même;CN;Communauté de communes Sud Retz Atlantique;44087
79;BDCSURCO0000000009600140;Maisdon-sur-Sèvre;44088;1734;2836;44; ; ;Clisson Sèvre et Maine Agglo;44088
80;BDCSURCO0000000009599054;Malville;44089;3108;3361;44; ; ;Communauté de communes Estuaire et Sillon;44089
81;BDCSURCO0000000009600396;La Marne;44090;1793;1406;44; ; ;Communauté de communes Sud Retz Atlantique;44090
82;BDCSURCO0000000009597569;Marsac-sur-Don;44091;2780;1493;44; ; ;Communauté de communes de Châteaubriant-Derval;44091
83;BDCSURCO0000000009597245;Massérac;44092;1886;696;44; ; ;Communauté de communes du Pays de Redon;44092
84;BDCSURCO0000000009598437;Maumusson;44093;2467;1038;44; ; ;Communauté de communes du Pays d'Ancenis;44093
85;BDCSURCO0000000009599048;Mauves-sur-Loire;44094;1443;3166;44; ; ;Communauté Urbaine de Nantes Métropole;44094
86;BDCSURCO0000000009597872;La Meilleraye-de-Bretagne;44095;2805;1478;44; ; ;Communauté de communes de Châteaubriant-Derval;44095
87;BDCSURCO0000000009598439;Mésanger;44096;5039;4644;44; ; ;Communauté de communes du Pays d'Ancenis;44096
88;BDCSURCO0000000009598454;Mesquer;44097;1684;1877;44; ; ;Communauté d'agglomération de la Presqu'île de Guérande - Atlantique (CAP Atlantique);44097
89;BDCSURCO0000000009598170;Missillac;44098;5978;5134;44; ; ;Communauté de communes du Pays de Pont-Château - Saint-Gildas-des-Bois;44098
90;BDCSURCO0000000009597563;Moisdon-la-Rivière;44099;5103;1943;44; ; ;Communauté de communes de Châteaubriant-Derval;44099
91;BDCSURCO0000000009599896;Monnières;44100;980;2061;44; ; ;Clisson Sèvre et Maine Agglo;44100
92;BDCSURCO0000000009599622;La Montagne;44101;362;5995;44; ; ;Communauté Urbaine de Nantes Métropole;44101
93;BDCSURCO0000000009600144;Montbert;44102;2905;3051;44; ; ;Communauté de communes de Grand Lieu;44102
94;BDCSURCO0000000009599059;Montoir-de-Bretagne;44103;3539;7037;44; ; ;Communauté d'agglomération Région Nazairienne et de l'Estuaire (la CARENE);44103
95;BDCSURCO0000000009598730;Montrelais;44104;1402;865;44; ; ;Communauté de communes du Pays d'Ancenis;44104
96;BDCSURCO0000000009596898;Mouais;44105;1003;387;44; ; ;Communauté de communes de Châteaubriant-Derval;44105
97;BDCSURCO0000000009600152;Les Moutiers-en-Retz;44106;977;1565;44; ; ;Pornic Agglo pays de Retz;44106
98;BDCSURCO0000000009598440;Mouzeil;44107;1887;1901;44; ; ;Communauté de communes du Pays d'Ancenis;44107
99;BDCSURCO0000000009599893;Mouzillon;44108;1638;2743;44; ; ;Communauté de communes Sèvre et Loire;44108
100;BDCSURCO0000000009599618;Nantes;44109;6578;298029;44; ; ;Communauté Urbaine de Nantes Métropole;44109
101;BDCSURCO0000000009598443;Nort-sur-Erdre;44110;6704;8412;44; ; ;Communauté de communes d'Erdre et Gesvres;44110
102;BDCSURCO0000000009598745;Notre-Dame-des-Landes;44111;3759;2053;44; ; ;Communauté de communes d'Erdre et Gesvres;44111
103;BDCSURCO0000000009596545;Noyal-sur-Brutz;44112;779;584;44; ; ;Communauté de communes de Châteaubriant-Derval;44112
104;BDCSURCO0000000009597874;Nozay;44113;5797;4022;44; ; ;Communauté de communes de la région de Nozay;44113
105;BDCSURCO0000000009599338;Orvault;44114;2781;25305;44; ; ;Communauté Urbaine de Nantes Métropole;44114
106;BDCSURCO0000000009598737;Oudon;44115;2233;3678;44; ; ;Communauté de communes du Pays d'Ancenis;44115
107;BDCSURCO0000000009599055;Paimboeuf;44116;566;3254;44; ; ;Communauté de communes du Sud Estuaire;44116
108;BDCSURCO0000000009599895;Le Pallet;44117;1133;3229;44; ; ;Communauté de communes Sèvre et Loire;44117
109;BDCSURCO0000000009598157;Pannecé;44118;3057;1336;44; ; ;Communauté de communes du Pays d'Ancenis;44118
110;BDCSURCO0000000009600636;Paulx;44119;3595;1965;44; ; ;Communauté de communes Sud Retz Atlantique;44119
111;BDCSURCO0000000009599626;Le Pellerin;44120;3108;4841;44; ; ;Communauté Urbaine de Nantes Métropole;44120
112;BDCSURCO0000000009597562;Petit-Auverné;44121;2272;423;44; ; ;Communauté de communes de Châteaubriant-Derval;44121
113;BDCSURCO0000000009598740;Petit-Mars;44122;2623;3612;44; ; ;Communauté de communes d'Erdre et Gesvres;44122
114;BDCSURCO0000000009597244;Pierric;44123;2778;978;44; ; ;Communauté de communes du Pays de Redon;44123
115;BDCSURCO0000000009597869;Le Pin;44124;2490;802;44; ; ;Communauté de communes du Pays d'Ancenis;44124
116;BDCSURCO0000000009598455;Piriac-sur-Mer;44125;1207;2201;44; ; ;Communauté d'agglomération de la Presqu'île de Guérande - Atlantique (CAP Atlantique);44125
117;BDCSURCO0000000009599629;La Plaine-sur-Mer;44126;1641;4018;44; ; ;Pornic Agglo pays de Retz;44126
118;BDCSURCO0000000009600393;La Planche;44127;2444;2542;44; ; ;Clisson Sèvre et Maine Agglo;44127
119;BDCSURCO0000000009597877;Plessé;44128;10506;5138;44; ; ;Communauté de communes du Pays de Redon;44128
120;BDCSURCO0000000009598447;Pontchâteau;44129;5563;10398;44; ; ;Communauté de communes du Pays de Pont-Château - Saint-Gildas-des-Bois;44129
121;BDCSURCO0000000009599900;Pont-Saint-Martin;44130;2177;5672;44; ; ;Communauté de communes de Grand Lieu;44130
122;BDCSURCO0000000009600154;Pornic;44131;9477;14578;44; ; ;Pornic Agglo pays de Retz;44131
123;BDCSURCO0000000009599061;Pornichet;44132;1267;10709;44; ; ;Communauté d'agglomération Région Nazairienne et de l'Estuaire (la CARENE);44132
124;BDCSURCO0000000009599904;Port-Saint-Père;44133;3267;2877;44; ; ;Pornic Agglo pays de Retz;44133
125;BDCSURCO0000000009598438;Pouillé-les-Côteaux;44134;1227;974;44; ; ;Communauté de communes du Pays d'Ancenis;44134
126;BDCSURCO0000000009599062;Le Pouliguen;44135;446;4484;44; ; ;Communauté d'agglomération de la Presqu'île de Guérande - Atlantique (CAP Atlantique);44135
127;BDCSURCO0000000009599909;Préfailles;44136;519;1212;44; ; ;Pornic Agglo pays de Retz;44136
128;BDCSURCO0000000009598748;Prinquiau;44137;2295;3463;44; ; ;Communauté de communes Estuaire et Sillon;44137
129;BDCSURCO0000000009598161;Puceul;44138;2028;1076;44; ; ;Communauté de communes de la région de Nozay;44138
130;BDCSURCO0000000009598165;Quilly;44139;1777;1375;44; ; ;Communauté de communes Estuaire et Sillon;44139
131;BDCSURCO0000000009599610;La Regrippière;44140;1807;1530;44; ; ;Communauté de communes Sèvre et Loire;44140
132;BDCSURCO0000000009599609;La Remaudière;44141;1318;1263;44; ; ;Communauté de communes Sèvre et Loire;44141
133;BDCSURCO0000000009600392;Remouillé;44142;2189;1824;44; ; ;Clisson Sèvre et Maine Agglo;44142
134;BDCSURCO0000000009599617;Rezé;44143;1557;39505;44; ; ;Communauté Urbaine de Nantes Métropole;44143
135;BDCSURCO0000000009598158;Riaillé;44144;5061;2257;44; ; ;Communauté de communes du Pays d'Ancenis;44144
136;BDCSURCO0000000009599905;Rouans;44145;3777;2807;44; ; ;Pornic Agglo pays de Retz;44145
137;BDCSURCO0000000009596894;Rougé;44146;5678;2244;44; ; ;Communauté de communes de Châteaubriant-Derval;44146
138;BDCSURCO0000000009596895;Ruffigné;44148;3378;708;44; ; ;Communauté de communes de Châteaubriant-Derval;44148
139;BDCSURCO0000000009598162;Saffré;44149;5869;3790;44; ; ;Communauté de communes de la région de Nozay;44149
140;BDCSURCO0000000009599901;Saint-Aignan-Grandlieu;44150;1808;3853;44; ; ;Communauté Urbaine de Nantes Métropole;44150
141;BDCSURCO0000000009598753;Saint-André-des-Eaux;44151;2522;6038;44; ; ;Communauté d'agglomération Région Nazairienne et de l'Estuaire (la CARENE);44151
142;BDCSURCO0000000009598167;Sainte-Anne-sur-Brivet;44152;2628;2863;44; ; ;Communauté de communes du Pays de Pont-Château - Saint-Gildas-des-Bois;44152
143;BDCSURCO0000000009597241;Saint-Aubin-des-Châteaux;44153;4762;1726;44; ; ;Communauté de communes de Châteaubriant-Derval;44153
144;BDCSURCO0000000009599347;Saint-Brevin-les-Pins;44154;2675;13210;44; ; ;Communauté de communes du Sud Estuaire;44154
145;BDCSURCO0000000009600394;Saint-Colomban;44155;3586;3268;44; ; ;Communauté de communes de Grand Lieu;44155
146;BDCSURCO0000000009600633;Corcoué-sur-Logne;44156;5058;2767;44; ; ;Communauté de communes Sud Retz Atlantique;44156
147;BDCSURCO0000000009600635;Saint-Etienne-de-Mer-Morte;44157;2746;1650;44; ; ;Communauté de communes Sud Retz Atlantique;44157
148;BDCSURCO0000000009599340;Saint-Etienne-de-Montluc;44158;5739;6727;44; ; ;Communauté de communes Estuaire et Sillon;44158
149;BDCSURCO0000000009599898;Saint-Fiacre-sur-Maine;44159;592;1143;44; ; ;Clisson Sèvre et Maine Agglo;44159
150;BDCSURCO0000000009598736;Saint-Géréon;44160;766;2846;44; ; ;Communauté de communes du Pays d'Ancenis;44160
151;BDCSURCO0000000009598168;Saint-Gildas-des-Bois;44161;3355;3701;44; ; ;Communauté de communes du Pays de Pont-Château - Saint-Gildas-des-Bois;44161
152;BDCSURCO0000000009599620;Saint-Herblain;44162;2992;44337;44; ; ;Communauté Urbaine de Nantes Métropole;44162
153;BDCSURCO0000000009598734;Vair-sur-Loire;44163;4938;4543;44;Vair-sur-Loire;CN;Communauté de communes du Pays d'Ancenis;44163
154;BDCSURCO0000000009600151;Saint-Hilaire-de-Chaléons;44164;3529;2197;44; ; ;Pornic Agglo pays de Retz;44164
155;BDCSURCO0000000009600391;Saint-Hilaire-de-Clisson;44165;1878;2170;44; ; ;Clisson Sèvre et Maine Agglo;44165
156;BDCSURCO0000000009599623;Saint-Jean-de-Boiseau;44166;1154;5508;44; ; ;Communauté Urbaine de Nantes Métropole;44166
157;BDCSURCO0000000009598751;Saint-Joachim;44168;8642;3929;44; ; ;Communauté d'agglomération Région Nazairienne et de l'Estuaire (la CARENE);44168
158;BDCSURCO0000000009599335;Saint-Julien-de-Concelles;44169;3326;6807;44; ; ;Communauté de communes Sèvre et Loire;44169
159;BDCSURCO0000000009597560;Saint-Julien-de-Vouvantes;44170;2580;952;44; ; ;Communauté de communes de Châteaubriant-Derval;44170
160;BDCSURCO0000000009599903;Saint-Léger-les-Vignes;44171;674;1640;44; ; ;Communauté Urbaine de Nantes Métropole;44171
161;BDCSURCO0000000009599336;Sainte-Luce-sur-Loire;44172;1141;14663;44; ; ;Communauté Urbaine de Nantes Métropole;44172
162;BDCSURCO0000000009600141;Saint-Lumine-de-Clisson;44173;1825;2101;44; ; ;Clisson Sèvre et Maine Agglo;44173
163;BDCSURCO0000000009600148;Saint-Lumine-de-Coutais;44174;1781;2058;44; ; ;Communauté de communes de Grand Lieu;44174
164;BDCSURCO0000000009598752;Saint-Lyphard;44175;2450;4554;44; ; ;Communauté d'agglomération de la Presqu'île de Guérande - Atlantique (CAP Atlantique);44175
165;BDCSURCO0000000009598750;Saint-Malo-de-Guersac;44176;1536;3196;44; ; ;Communauté d'agglomération Région Nazairienne et de l'Estuaire (la CARENE);44176
166;BDCSURCO0000000009600149;Saint-Mars-de-Coutais;44178;3451;2617;44; ; ;Communauté de communes Sud Retz Atlantique;44178
167;BDCSURCO0000000009599049;Saint-Mars-du-Désert;44179;3042;4571;44; ; ;Communauté de communes d'Erdre et Gesvres;44179
168;BDCSURCO0000000009598156;Saint-Mars-la-Jaille;44180;2013;2414;44; ; ;Communauté de communes du Pays d'Ancenis;44180
169;BDCSURCO0000000009599628;Saint-Michel-Chef-Chef;44182;2515;4627;44; ; ;Pornic Agglo pays de Retz;44182
170;BDCSURCO0000000009598453;Saint-Molf;44183;2324;2495;44; ; ;Communauté d'agglomération de la Presqu'île de Guérande - Atlantique (CAP Atlantique);44183
171;BDCSURCO0000000009599348;Saint-Nazaire;44184;5003;69350;44; ; ;Communauté d'agglomération Région Nazairienne et de l'Estuaire (la CARENE);44184
172;BDCSURCO0000000009597247;Saint-Nicolas-de-Redon;44185;2214;3154;44; ; ;Communauté de communes du Pays de Redon;44185
173;BDCSURCO0000000009600150;Sainte-Pazanne;44186;4181;6371;44; ; ;Pornic Agglo pays de Retz;44186
174;BDCSURCO0000000009599346;Saint-Père-en-Retz;44187;6402;4350;44; ; ;Communauté de communes du Sud Estuaire;44187
175;BDCSURCO0000000009600395;Saint-Philbert-de-Grand-Lieu;44188;9782;8708;44; ; ;Communauté de communes de Grand Lieu;44188
176;BDCSURCO0000000009598449;Sainte-Reine-de-Bretagne;44189;1967;2287;44; ; ;Communauté de communes du Pays de Pont-Château - Saint-Gildas-des-Bois;44189
177;BDCSURCO0000000009599616;Saint-Sébastien-sur-Loire;44190;1173;25915;44; ; ;Communauté Urbaine de Nantes Métropole;44190
178;BDCSURCO0000000009597870;Saint-Sulpice-des-Landes;44191;3125;694;44; ; ;Communauté de communes du Pays d'Ancenis;44191
179;BDCSURCO0000000009599344;Saint-Viaud;44192;3248;2360;44; ; ;Communauté de communes du Sud Estuaire;44192
180;BDCSURCO0000000009597242;Saint-Vincent-des-Landes;44193;3368;1516;44; ; ;Communauté de communes de Châteaubriant-Derval;44193
181;BDCSURCO0000000009599339;Sautron;44194;1772;7350;44; ; ;Communauté Urbaine de Nantes Métropole;44194
182;BDCSURCO0000000009598747;Savenay;44195;2598;8255;44; ; ;Communauté de communes Estuaire et Sillon;44195
183;BDCSURCO0000000009597879;Sévérac;44196;2242;1635;44; ; ;Communauté de communes du Pays de Pont-Château - Saint-Gildas-des-Bois;44196
184;BDCSURCO0000000009596896;Sion-les-Mines;44197;5516;1645;44; ; ;Communauté de communes de Châteaubriant-Derval;44197
185;BDCSURCO0000000009599899;Les Sorinières;44198;1314;7911;44; ; ;Communauté Urbaine de Nantes Métropole;44198
186;BDCSURCO0000000009596892;Soudan;44199;5400;1996;44; ; ;Communauté de communes de Châteaubriant-Derval;44199
187;BDCSURCO0000000009596221;Soulvache;44200;1123;364;44; ; ;Communauté de communes de Châteaubriant-Derval;44200
188;BDCSURCO0000000009599050;Sucé-sur-Erdre;44201;4149;6707;44; ; ;Communauté de communes d'Erdre et Gesvres;44201
189;BDCSURCO0000000009598441;Teillé;44202;2908;1786;44; ; ;Communauté de communes du Pays d'Ancenis;44202
190;BDCSURCO0000000009598744;Le Temple-de-Bretagne;44203;173;1898;44; ; ;Communauté de communes Estuaire et Sillon;44203
191;BDCSURCO0000000009599333;Thouaré-sur-Loire;44204;1253;9109;44; ; ;Communauté Urbaine de Nantes Métropole;44204
192;BDCSURCO0000000009598442;Les Touches;44205;3527;2439;44; ; ;Communauté de communes d'Erdre et Gesvres;44205
193;BDCSURCO0000000009600851;Touvois;44206;3692;1746;44; ; ;Communauté de communes Sud Retz Atlantique;44206
194;BDCSURCO0000000009598159;Trans-sur-Erdre;44207;2279;1031;44; ; ;Communauté de communes du Pays d'Ancenis;44207
195;BDCSURCO0000000009597565;Treffieux;44208;1899;835;44; ; ;Communauté de communes de la région de Nozay;44208
196;BDCSURCO0000000009599051;Treillières;44209;2911;8395;44; ; ;Communauté de communes d'Erdre et Gesvres;44209
197;BDCSURCO0000000009599060;Trignac;44210;1430;7442;44; ; ;Communauté d'agglomération Région Nazairienne et de l'Estuaire (la CARENE);44210
198;BDCSURCO0000000009598754;La Turballe;44211;1831;4491;44; ; ;Communauté d'agglomération de la Presqu'île de Guérande - Atlantique (CAP Atlantique);44211
199;BDCSURCO0000000009599892;Vallet;44212;5832;8722;44; ; ;Communauté de communes Sèvre et Loire;44212
200;BDCSURCO0000000009598732;Loireauxence;44213;11833;7406;44;Loireauxence;CN;Communauté de communes du Pays d'Ancenis;44213
201;BDCSURCO0000000009597875;Vay;44214;3626;2070;44; ; ;Communauté de communes de la région de Nozay;44214
202;BDCSURCO0000000009599897;Vertou;44215;3818;23104;44; ; ;Communauté Urbaine de Nantes Métropole;44215
203;BDCSURCO0000000009600631;Vieillevigne;44216;5199;3942;44; ; ;Clisson Sèvre et Maine Agglo;44216
204;BDCSURCO0000000009599052;Vigneux-de-Bretagne;44217;5284;5722;44; ; ;Communauté de communes d'Erdre et Gesvres;44217
205;BDCSURCO0000000009596891;Villepot;44218;2064;671;44; ; ;Communauté de communes de Châteaubriant-Derval;44218
206;BDCSURCO0000000009597867;Vritz;44219;3310;790;44; ; ;Communauté de communes du Pays d'Ancenis;44219
207;BDCSURCO0000000009599627;Vue;44220;1955;1590;44; ; ;Pornic Agglo pays de Retz;44220
208;BDCSURCO0000000009598163;La Chevallerais;44221;1072;1546;44; ; ;Communauté de communes de la région de Blain;44221
209;BDCSURCO0000000009598436;La Roche-Blanche;44222;1494;1167;44; ; ;Communauté de communes du Pays d'Ancenis;44222
210;BDCSURCO0000000009600146;Geneston;44223;829;3643;44; ; ;Communauté de communes de Grand Lieu;44223
211;BDCSURCO0000000009597876;La Grigonnais;44224;2140;1629;44; ; ;Communauté de communes de la région de Nozay;44224
212;BDCSURCO0000000009599297;Allonnes;49002;3647;3009;49; ; ;Communauté d'Agglomération Saumur Val de Loire;49002
213;BDCSURCO0000000009599595;Tuffalun;49003;3949;1769;49;Tuffalun;CN;Communauté d'Agglomération Saumur Val de Loire;49003
214;BDCSURCO0000000009598426;Angers;49007;4433;151056;49; ; ;Communauté Urbaine d'Angers Loire Métropole;49007
215;BDCSURCO0000000009597866;Angrie;49008;4099;957;49; ; ;Anjou Bleu Communauté;49008
216;BDCSURCO0000000009600368;Antoigné;49009;1775;469;49; ; ;Communauté d'Agglomération Saumur Val de Loire;49009
217;BDCSURCO0000000009596887;Armaillé;49010;1689;310;49; ; ;Anjou Bleu Communauté;49010
218;BDCSURCO0000000009599585;Artannes-sur-Thouet;49011;670;417;49; ; ;Communauté d'Agglomération Saumur Val de Loire;49011
